blueWins,blueTotalGolds,blueTotalLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redTotalLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blueWATER_DRAGON,blueFIRE_DRAGON,blueAIR_DRAGON,blueEARTH_DRAGON,blueCHEMTECH_DRAGON,blueHEXTECH_DRAGON,redWATER_DRAGON,redFIRE_DRAGON,redAIR_DRAGON,redEARTH_DRAGON,redCHEMTECH_DRAGON,redHEXTECH_DRAGON
0,37318,50,543,110,53594,0,20,29,37,56,20,0,0,1,1,0,0,0,0,0,0,55050,71,521,140,87897,1,29,20,64,51,21,1,0,5,2,2,1,0,1,3,2,0,0,0,0,0,0,0,0,1,1,1,0
0,28384,46,446,103,35969,1,10,25,18,41,18,0,0,0,0,0,0,0,0,0,0,51788,67,553,115,67684,0,25,10,30,49,13,1,1,12,5,4,3,3,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0
1,34759,50,528,132,52607,0,13,8,23,69,26,0,1,3,2,0,1,1,1,3,1,39763,63,477,133,40131,1,8,13,20,56,16,1,0,3,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
0,29897,47,524,97,35693,0,9,19,8,113,15,0,0,1,0,1,0,0,0,0,1,48467,70,601,136,52222,1,19,9,27,58,19,1,1,7,2,2,3,1,1,3,1,0,0,0,0,0,0,0,0,1,1,1,0
0,60234,68,791,242,98775,1,28,30,38,179,58,1,0,4,1,1,2,0,0,2,2,80116,96,936,203,135179,0,30,28,47,116,55,0,1,9,6,2,1,1,1,3,0,1,0,0,0,0,0,1,1,0,0,0,1
0,45500,59,572,118,87702,0,25,51,39,67,32,0,0,1,0,1,0,0,0,2,1,81118,93,708,208,156116,1,51,25,89,83,29,1,1,11,6,3,2,2,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1
0,51049,59,733,176,70793,1,19,24,29,73,34,1,1,6,3,1,2,2,0,1,2,70754,91,802,183,96150,0,24,19,46,104,34,0,0,10,4,2,4,1,1,3,0,1,0,0,0,0,0,1,0,1,0,1,0
1,50360,56,540,144,88813,1,39,18,75,63,21,1,1,7,4,2,1,1,1,2,2,48511,68,537,95,63837,0,18,39,27,80,21,0,0,3,1,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
0,50949,58,633,155,74617,0,30,35,37,92,35,1,0,4,1,2,1,0,1,2,1,72683,89,793,186,100607,1,35,30,48,76,44,0,1,8,6,0,2,1,0,2,1,0,0,0,1,0,1,0,0,1,1,0,0
1,49773,59,604,158,74577,1,40,17,60,72,30,0,0,7,4,1,2,0,1,3,0,56541,75,587,136,70827,0,17,40,20,78,22,1,1,6,2,2,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0
0,23671,38,320,88,24372,0,10,30,11,30,9,0,0,0,0,0,0,0,0,0,1,41289,58,422,90,47204,1,30,10,45,33,8,1,0,3,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0
0,55007,67,832,112,89292,0,21,44,49,93,31,0,0,1,0,0,1,0,0,1,0,82197,100,840,263,118820,1,44,21,48,93,47,1,1,11,5,3,3,6,1,4,2,0,0,0,0,0,0,1,1,1,0,0,0
1,41194,50,478,131,73680,1,31,22,40,379,11,1,0,5,2,0,3,0,1,2,2,48739,68,515,112,71884,0,22,31,37,41,13,0,1,2,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1,32177,41,386,83,39241,1,27,5,27,42,14,1,0,5,3,2,0,0,1,2,1,28125,50,354,80,31871,0,5,27,5,29,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,45740,60,596,160,62786,0,29,11,52,75,22,0,0,3,1,1,1,0,1,4,2,55612,78,724,144,62961,1,11,29,14,70,23,1,0,6,2,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
0,20323,38,343,83,24223,0,7,18,3,44,8,0,0,0,0,0,0,0,1,1,0,37262,55,459,84,35939,1,18,7,22,38,11,1,0,2,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1,33001,44,422,61,42274,1,29,5,37,33,16,1,0,4,2,1,1,0,0,1,1,30186,52,398,79,42540,0,5,29,6,42,11,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
1,62704,67,785,200,122908,0,31,24,78,133,66,1,1,8,4,1,3,2,0,3,2,75974,94,896,221,139109,1,24,31,45,116,50,0,0,5,3,1,1,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0
0,48950,57,660,161,71360,1,22,20,39,415,38,1,0,6,2,1,3,1,1,2,0,66686,86,829,163,73381,0,20,22,49,110,42,0,1,8,6,1,1,2,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0
1,51752,60,614,162,68944,1,32,18,62,74,19,0,1,7,4,1,2,1,1,3,2,54243,74,599,141,66130,0,18,32,24,44,22,1,0,6,2,2,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1,46799,55,567,156,81871,1,31,14,34,55,22,0,1,8,4,2,2,2,0,0,2,47147,72,570,75,72558,0,14,31,34,52,16,1,0,3,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,46331,58,612,116,68357,0,21,26,27,129,37,1,0,3,2,0,1,0,0,0,2,63073,82,741,176,95571,1,26,21,35,70,36,0,1,10,5,2,3,2,1,4,0,0,0,0,0,0,0,1,1,0,0,1,0
0,26517,42,386,76,26785,0,7,35,7,29,17,0,0,1,0,0,1,0,0,0,0,50319,68,498,120,76405,1,35,7,30,88,5,1,1,9,4,2,3,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0
1,29054,46,487,127,27948,0,15,5,16,40,19,1,0,1,0,0,1,0,0,1,1,32496,58,455,80,39018,1,5,15,8,204,13,0,0,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,40296,53,513,116,54994,1,24,14,60,47,21,1,0,5,4,0,1,0,1,2,1,45613,68,573,110,55258,0,14,24,31,51,9,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,29061,44,396,84,32449,0,19,3,28,39,16,1,0,2,1,0,1,0,0,0,1,27957,53,406,76,24977,1,3,19,4,42,8,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,46016,57,678,193,79084,1,15,33,31,77,42,1,0,5,1,1,3,0,1,2,1,75761,92,811,153,120372,0,33,15,77,88,33,0,1,10,5,3,2,2,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0
0,37177,50,540,97,46963,1,15,28,23,52,17,0,0,2,0,2,0,0,0,0,0,60049,78,581,164,97818,0,28,15,64,136,19,1,1,8,5,1,2,1,1,3,2,0,0,0,0,0,0,1,0,1,0,1,0
1,65156,70,732,246,122002,1,40,23,76,95,41,0,1,6,4,1,1,1,0,2,0,70906,89,831,199,129901,0,23,40,40,94,49,1,0,9,2,3,4,0,1,3,2,0,0,1,1,0,0,1,0,0,1,0,0
0,35576,48,560,136,42861,0,13,26,18,61,25,0,0,3,0,2,1,0,0,0,0,55098,73,555,131,65572,1,26,13,42,69,17,1,1,9,4,3,2,1,1,3,2,0,0,0,0,0,0,0,1,0,1,0,1
1,46502,58,615,177,60382,1,29,8,66,212,38,0,1,6,3,2,1,1,1,3,2,54238,72,664,108,58707,0,8,29,15,76,18,1,0,7,3,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,63381,67,706,216,144130,1,44,23,85,131,56,1,0,6,3,2,1,0,0,3,2,73586,92,766,156,125812,0,23,44,42,108,36,0,1,6,3,1,2,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0,51787,62,667,163,88787,1,17,35,16,190,37,1,0,3,2,0,1,0,0,1,1,70935,90,810,210,123883,0,35,17,64,79,57,0,1,10,5,3,2,1,1,4,1,0,0,0,0,0,1,1,0,0,1,0,0
1,50298,63,559,158,80481,0,39,28,70,456,15,1,1,5,3,1,1,1,0,1,1,67435,80,652,172,112047,1,28,39,42,160,21,0,0,8,2,1,5,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1
0,45990,56,613,149,96243,1,28,40,31,140,14,0,0,3,1,1,1,0,1,2,1,71806,88,645,144,118339,0,40,28,76,66,54,1,1,9,5,1,3,2,0,2,1,0,0,1,0,1,0,0,1,1,0,0,0
0,27729,45,442,83,26746,1,9,18,8,43,7,0,0,0,0,0,0,0,0,1,1,45499,65,573,136,53059,0,18,9,24,39,16,1,0,3,2,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0,54519,64,506,229,93427,0,26,32,53,152,37,1,1,6,2,2,2,1,1,2,2,83894,95,996,194,153946,1,32,26,54,85,38,0,0,11,6,2,3,1,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0
0,21130,37,337,80,20382,0,7,22,12,28,11,0,0,0,0,0,0,0,0,0,1,38667,57,399,92,39267,1,22,7,35,43,14,1,0,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0
0,33497,47,482,88,41505,0,17,23,35,54,27,0,0,0,0,0,0,0,0,1,0,49730,67,521,124,66992,1,23,17,30,96,20,1,1,9,5,1,3,2,1,2,2,0,0,0,0,1,0,0,0,0,1,0,1
0,33667,46,459,112,40612,1,14,33,13,41,15,0,0,2,0,1,1,0,0,0,0,52904,72,548,134,72333,0,33,14,44,68,16,1,1,7,3,1,3,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1
1,61413,67,745,192,116728,0,35,17,89,95,62,1,1,10,5,3,2,3,0,2,2,70041,86,769,192,103635,1,17,35,36,97,29,0,0,4,1,1,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1
1,57006,65,776,157,95672,1,33,29,60,101,40,1,1,8,4,2,2,1,0,1,0,67988,89,754,187,89047,0,29,33,41,92,39,0,0,5,3,1,1,0,1,3,2,0,0,0,1,0,0,0,0,1,0,0,1
1,46829,53,506,107,66997,0,37,17,77,58,24,0,1,7,5,1,1,2,1,2,1,49687,68,549,104,70715,1,17,37,20,48,25,1,0,5,0,3,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,22471,38,362,75,23145,0,5,20,6,40,14,0,0,1,0,1,0,0,0,0,1,36732,57,452,88,41867,1,20,5,31,39,11,1,0,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0
1,30321,41,450,72,29450,1,14,4,18,73,8,1,0,5,2,1,2,0,1,1,2,28585,52,401,72,25492,0,4,14,2,24,15,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,28201,42,434,76,41171,1,12,30,22,47,21,0,0,0,0,0,0,0,0,1,1,49923,67,524,111,68620,0,30,12,43,57,20,1,0,4,2,1,1,0,1,2,1,0,0,0,0,0,1,0,0,1,1,0,0
0,42501,53,502,106,63155,0,26,40,45,52,18,0,0,3,1,1,1,0,1,2,1,63119,76,549,151,96687,1,40,26,45,69,16,1,1,8,4,3,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
0,29198,46,467,108,43266,0,11,24,14,69,26,0,0,1,0,1,0,0,0,0,0,50430,69,528,165,57665,1,24,11,42,66,24,1,0,4,2,1,1,0,1,3,2,0,0,0,0,0,0,1,1,0,0,1,0
1,32046,48,448,119,41288,0,21,14,19,42,19,0,0,1,0,0,1,0,1,2,2,38793,57,438,72,56101,1,14,21,18,54,19,1,0,3,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,52397,66,818,206,92019,1,17,42,32,98,59,0,0,2,0,1,1,0,0,1,0,85035,101,854,198,147092,0,42,17,71,182,46,1,1,10,5,2,3,2,1,4,2,0,0,1,0,0,0,0,1,0,0,1,0
1,41560,52,545,145,51868,1,31,15,41,46,22,0,1,5,4,0,1,1,1,3,1,47878,70,530,94,58262,0,15,31,17,80,14,1,0,4,1,3,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1,53493,61,604,150,98440,1,40,21,63,65,27,1,1,9,3,3,3,1,0,3,2,57082,78,614,158,89369,0,21,40,36,68,23,0,0,4,2,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
1,29903,41,398,77,40362,0,22,11,30,43,13,1,0,3,1,1,1,0,0,0,1,31043,55,379,64,34638,1,11,22,12,33,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,51643,62,646,115,98529,1,34,16,57,164,31,1,1,5,2,1,2,1,0,1,1,59916,81,730,138,94774,0,16,34,28,159,33,0,0,5,3,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
1,54467,64,659,186,94454,0,34,26,57,79,43,0,1,6,4,1,1,1,0,1,1,68600,86,750,183,107247,1,26,34,41,182,33,1,0,7,3,2,2,0,1,3,1,0,0,1,0,0,0,0,1,1,0,1,0
0,48536,58,681,189,68824,0,19,28,26,67,34,1,0,4,2,2,0,0,0,0,1,65515,87,730,172,88224,1,28,19,57,308,38,0,1,8,5,1,2,1,1,4,1,0,0,0,0,0,0,0,1,0,0,1,1
1,41806,54,543,123,57664,1,30,13,47,75,33,0,0,3,2,1,0,0,0,1,2,45565,69,581,116,46277,0,13,30,19,58,27,1,0,4,0,2,2,0,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0
0,34533,47,480,106,56158,0,14,24,28,72,28,1,0,2,1,1,0,0,0,0,2,53296,75,575,132,72761,1,24,14,36,52,32,0,1,7,3,1,3,1,1,3,0,0,0,0,0,0,0,1,1,0,0,0,1
1,37592,49,500,118,53346,0,22,9,37,62,18,1,0,3,2,0,1,0,0,1,2,38206,60,483,87,37329,1,9,22,9,69,17,0,0,3,0,2,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0
1,35033,44,387,96,48747,0,25,11,31,44,15,1,1,8,5,2,1,1,1,2,1,35416,54,368,72,42982,1,11,25,16,35,9,0,0,2,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,34231,50,497,158,49461,0,17,26,25,50,12,0,0,2,1,1,0,0,1,1,2,52177,75,593,112,74963,1,26,17,40,56,21,1,0,4,2,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1
0,32578,47,452,107,41046,1,17,24,26,38,19,0,0,1,0,1,0,0,0,0,0,53655,71,592,124,65996,0,24,17,54,56,10,1,1,10,5,3,2,2,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0
0,29459,44,489,99,54198,0,5,19,14,56,28,0,0,2,1,0,1,0,0,0,2,47014,70,586,129,59744,1,19,5,47,106,24,1,0,4,2,1,1,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1
0,32650,48,493,150,42908,1,10,21,14,66,29,0,0,3,1,1,1,0,1,2,1,51259,71,590,128,75972,0,21,10,36,63,32,1,0,4,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
1,47999,56,558,169,61364,1,29,14,51,114,24,1,1,9,4,3,2,1,1,2,1,47487,70,607,105,50588,0,14,29,20,51,30,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
0,47696,59,729,173,90030,1,21,23,44,60,35,0,0,1,0,0,1,0,0,2,0,66131,90,739,165,83562,0,23,21,52,90,32,1,1,9,6,1,2,1,1,1,2,0,0,1,0,0,1,0,0,0,0,1,0
0,43313,55,595,124,67903,0,21,40,34,69,34,1,0,3,1,1,1,0,1,2,1,67643,85,635,178,104026,1,40,21,68,223,38,0,0,5,2,1,2,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0
0,32821,49,487,104,43132,0,14,27,22,52,29,0,0,2,1,0,1,0,0,0,0,51621,71,554,150,88929,1,27,14,33,67,26,1,0,5,2,2,1,0,1,2,2,0,0,0,0,0,0,1,0,0,0,1,0
1,59772,67,729,170,106331,0,37,22,84,118,39,1,1,6,2,1,3,1,0,2,2,68137,92,811,173,99647,1,22,37,32,85,52,0,0,5,3,1,1,0,1,3,0,0,0,0,1,0,0,1,0,0,1,0,1
0,32209,48,505,110,42430,1,11,28,15,107,13,0,0,1,0,0,1,0,0,0,2,61082,79,661,169,87357,0,28,11,44,108,19,1,0,7,3,2,2,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0
0,29322,44,440,59,41736,0,12,26,10,45,21,0,0,2,0,1,1,0,0,0,0,52671,68,548,158,63673,1,26,12,27,58,15,1,1,10,5,2,3,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0
0,32793,50,598,124,41822,0,8,28,6,52,21,1,0,1,0,0,1,0,1,2,0,54011,77,636,128,74431,1,28,8,42,62,19,0,1,8,5,1,2,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
0,34222,51,564,102,44315,0,14,22,19,71,25,0,0,0,0,0,0,0,0,0,1,59147,81,748,156,84473,1,22,14,26,78,26,1,1,9,4,2,3,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,1
0,31011,44,461,94,32580,1,12,20,17,48,14,1,0,2,0,1,1,0,0,0,2,43977,67,520,100,48800,0,20,12,39,59,20,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0
1,42412,48,473,120,64697,1,41,15,49,86,15,1,0,7,5,0,2,0,1,1,2,41109,58,414,61,68582,0,15,41,21,39,18,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,41130,55,661,141,57918,0,13,27,16,56,20,1,0,2,0,1,1,0,0,0,1,62891,85,690,172,110165,1,27,13,54,78,28,0,1,11,5,3,3,2,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1
1,49804,58,644,132,90885,1,29,25,68,65,21,1,1,4,4,0,0,1,0,0,1,60908,77,709,166,91748,0,25,29,48,98,28,0,0,4,2,1,1,0,1,3,1,0,0,0,0,0,0,0,0,1,1,1,0
1,50936,63,668,158,77542,1,35,17,52,84,27,0,1,9,5,1,3,1,0,2,1,57075,73,691,158,59379,0,17,35,26,84,31,1,0,3,1,1,1,0,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0
0,59281,68,901,240,103465,0,21,27,38,106,31,0,0,5,1,2,2,0,1,2,0,79981,97,899,195,124944,1,27,21,61,74,31,1,1,12,6,3,3,3,0,3,2,0,0,0,1,1,0,0,0,0,0,0,1
0,27336,42,409,91,35196,0,11,22,17,39,14,0,0,0,0,0,0,0,1,1,0,43567,67,504,114,53037,1,22,11,31,57,13,1,0,3,2,1,0,0,0,2,2,0,0,0,0,1,0,0,1,1,0,0,0
1,42781,54,573,9,87430,0,24,15,62,80,30,0,0,6,4,2,0,0,1,3,2,53945,76,652,274,81287,1,15,24,35,91,25,1,1,2,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
0,39499,44,429,84,49255,1,26,32,35,59,18,1,0,2,1,1,0,0,0,1,2,54235,69,499,154,83082,0,32,26,57,80,27,0,0,4,1,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1
0,56134,64,767,149,76110,0,27,34,33,113,46,1,0,4,1,1,2,0,0,3,2,83270,97,845,267,133145,1,34,27,69,107,53,0,1,10,4,3,3,2,1,3,0,1,0,1,0,0,0,0,1,1,0,0,0
0,58964,68,736,213,115987,1,30,44,60,105,44,1,0,2,1,0,1,0,1,3,0,83815,99,805,219,141819,0,44,30,72,90,53,0,1,8,5,2,1,1,0,3,2,0,0,1,1,0,0,1,0,0,1,0,0
0,36349,49,521,107,56911,0,15,42,29,43,29,0,0,0,0,0,0,0,0,0,0,64780,79,607,174,98576,1,42,15,76,67,19,1,1,10,5,3,2,2,1,3,2,0,0,0,0,0,0,0,0,0,1,1,1
0,55794,64,684,186,106730,0,31,34,49,111,36,0,0,4,3,1,0,0,0,3,2,83957,101,854,203,146466,1,34,31,64,120,59,1,1,10,3,3,4,2,1,2,0,0,1,0,0,1,0,0,1,0,1,0,0
0,59800,62,707,170,95928,1,30,33,56,101,48,0,1,6,3,2,1,1,1,2,2,78338,91,828,191,114645,0,33,30,66,136,44,1,0,9,5,2,2,1,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0
0,41351,53,587,103,75415,1,23,29,45,185,17,0,0,2,1,0,1,0,0,1,1,66552,83,651,143,94815,0,29,23,54,53,24,1,1,12,6,3,3,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
1,46525,58,640,160,71323,1,26,14,45,84,39,1,1,5,3,2,0,1,0,2,2,51611,74,650,137,73590,0,14,26,27,168,32,0,0,2,0,0,2,0,1,2,0,0,0,0,1,0,1,0,1,0,0,0,1
0,35505,50,479,102,56555,0,19,41,27,67,20,0,0,0,0,0,0,0,0,0,0,61482,77,585,148,100895,1,41,19,55,83,31,1,1,9,5,3,1,2,1,3,2,0,0,0,0,0,0,0,1,0,0,1,1
0,51351,61,669,133,85719,1,37,36,56,78,32,0,0,5,2,1,2,0,0,2,1,72654,90,686,163,99128,0,36,37,67,87,28,1,1,8,5,2,1,1,1,2,1,0,1,0,0,0,1,0,0,1,0,0,1
0,40579,56,613,137,45845,1,16,26,21,140,24,0,0,1,0,1,0,0,0,0,1,63760,83,687,187,96495,0,26,16,51,142,33,1,1,11,5,3,3,2,1,3,1,0,0,0,0,0,0,1,0,1,1,0,0
1,57588,65,697,209,93173,1,31,25,53,80,57,1,1,4,2,1,1,1,0,3,1,64235,82,704,142,112783,0,25,31,40,100,35,0,0,7,4,2,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
1,55215,62,581,183,100002,0,41,22,64,155,27,0,1,6,2,1,3,2,0,1,1,58104,78,649,120,112004,1,22,41,34,74,45,1,0,5,4,1,0,0,1,2,1,0,0,0,1,0,0,1,0,1,0,0,0
0,27889,45,504,113,29139,0,5,20,6,49,17,0,0,0,0,0,0,0,0,0,1,47930,68,616,130,59102,1,20,5,34,56,13,1,1,6,3,1,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0
1,37075,48,452,103,45433,1,26,9,37,51,18,1,0,2,1,0,1,0,1,2,2,39730,63,514,99,41586,0,9,26,6,56,13,0,0,6,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,30126,43,386,101,34494,1,23,9,31,24,14,0,0,0,0,0,0,0,1,2,1,30200,56,383,76,34743,0,9,23,11,39,8,1,0,3,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1,43691,55,500,133,62448,1,30,16,47,73,26,0,0,4,2,1,1,0,1,3,2,47078,65,561,108,59784,0,16,30,16,216,18,1,0,4,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,34970,51,537,124,50350,0,20,6,43,163,32,0,0,1,1,0,0,0,1,2,0,41929,66,584,103,40638,1,6,20,8,58,28,1,0,3,0,1,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
0,19283,36,302,67,25133,1,6,26,5,35,11,0,0,0,0,0,0,0,0,0,0,39005,60,422,96,47735,0,26,6,24,71,16,1,0,3,1,1,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1
0,28783,46,468,109,42680,1,8,30,14,75,20,0,0,0,0,0,0,0,0,0,0,56602,74,562,136,76871,0,30,8,54,73,28,1,1,9,4,3,2,1,1,3,2,0,0,0,0,0,0,0,0,1,0,1,1
0,28384,45,494,116,31900,0,5,21,7,45,15,0,0,0,0,0,0,0,0,0,2,45403,69,595,103,50626,1,21,5,38,49,16,1,0,3,1,1,1,0,1,3,0,0,0,0,0,0,0,0,1,1,0,1,0
1,58472,67,791,184,84390,1,31,23,48,95,55,1,0,8,5,2,1,1,1,4,2,77182,94,888,183,95380,0,23,31,46,116,36,0,1,9,4,3,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1,50427,59,623,135,104786,1,35,23,57,81,28,1,0,8,3,2,3,1,1,3,1,55859,75,594,116,90149,0,23,35,37,66,33,0,1,4,2,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,37563,51,563,125,42541,0,15,24,21,65,34,0,0,4,1,1,2,0,1,2,0,58726,77,601,179,79135,1,24,15,35,122,26,1,1,8,5,1,2,1,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0
1,47913,56,528,119,72970,1,33,22,60,52,30,0,1,6,5,1,0,1,1,3,2,51118,70,497,132,68419,0,22,33,46,70,22,1,0,4,0,1,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1,53519,63,577,119,103866,0,50,29,68,110,34,1,1,5,4,0,1,1,0,1,2,71935,88,706,187,130252,1,29,50,28,70,35,0,0,7,2,2,3,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0
0,43507,56,608,151,67543,0,19,33,38,87,41,0,0,3,0,1,2,0,0,0,2,69631,87,777,168,100256,1,33,19,74,91,43,1,1,10,5,2,3,2,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0
1,59637,65,617,174,132476,1,42,34,84,92,36,1,1,9,3,3,3,1,0,1,2,67544,88,669,160,141103,0,34,42,53,90,21,0,0,4,3,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1
0,29691,46,463,98,41704,1,10,22,19,55,19,0,0,0,0,0,0,0,1,1,0,56738,75,613,165,74735,0,22,10,36,56,21,1,1,9,5,2,2,1,0,2,2,0,1,0,0,0,0,1,0,0,0,1,0
0,29557,47,485,120,33146,0,8,17,11,53,20,0,0,1,0,1,0,0,0,0,1,46266,71,616,119,50963,1,17,8,17,62,22,1,0,5,2,1,2,0,1,3,1,0,0,0,0,0,0,1,1,0,0,1,0
0,38670,53,595,139,49998,0,11,21,17,73,35,0,0,1,0,1,0,0,0,0,2,60855,80,729,152,82315,1,21,11,43,81,39,1,1,8,3,2,3,2,1,4,0,0,0,0,0,0,0,1,1,0,0,1,0
0,39433,50,512,133,58216,0,20,31,40,61,23,1,0,2,0,2,0,0,0,1,1,62196,76,617,129,97483,1,31,20,63,78,26,0,1,9,5,1,3,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0
1,68495,71,765,227,106699,0,44,30,100,73,41,1,1,6,3,2,1,1,1,3,2,78123,95,932,203,138675,1,30,44,56,88,43,0,0,5,2,1,2,0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0
0,19626,37,368,62,20350,0,3,14,5,34,11,0,0,0,0,0,0,0,0,0,0,35553,57,475,84,29656,1,14,3,16,34,18,1,0,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,41041,51,509,137,62608,1,27,9,38,45,15,1,1,7,2,3,2,1,1,3,1,40547,65,532,103,45181,0,9,27,14,37,14,0,0,3,3,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,49515,62,798,180,101193,0,16,32,28,112,44,0,0,2,1,0,1,0,0,1,0,78491,98,873,204,129399,1,32,16,55,120,55,1,1,10,5,2,3,2,1,4,2,0,0,0,0,1,0,1,0,0,1,0,0
0,36423,50,381,100,47077,0,27,32,37,51,27,0,0,0,0,0,0,0,0,0,0,71753,84,808,178,132517,1,32,27,57,109,22,1,1,7,2,3,2,1,1,3,2,0,0,0,0,0,0,1,0,1,1,0,0
