gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragonType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragonType,redDragon,redRiftHeralds
KR_6423772375,FALSE,24030,2610,41,8.2,350,52,27333,1,8,17,13,29,13,0,0,,0,0,0,0,0,0,HEXTECH_DRAGON,1,1,TRUE,28058,4567,44,8.8,361,64,32739,0,17,8,18,34,8,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0
KR_6424823582,FALSE,26398,3088,42,8.4,308,55,27507,0,11,28,13,22,8,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,TRUE,35473,1958,48,9.6,354,88,42642,1,28,11,22,40,5,1,0,BOT_LANE,3,1,1,1,0,0,,0,1
KR_6420891407,FALSE,24556,3136,45,9,334,90,21929,0,8,10,6,46,11,0,0,,0,0,0,0,0,0,,0,0,TRUE,27703,3543,45,9,379,96,20122,1,10,8,12,37,9,1,0,TOP_LANE,1,0,1,0,0,1,FIRE_DRAGON,1,1
KR_6425151920,TRUE,26503,1408,45,9,368,92,27713,0,12,12,13,26,16,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1,FALSE,27091,3777,44,8.8,329,60,34337,1,12,12,15,38,8,0,0,,0,0,0,0,0,0,,0,0
KR_6423613340,FALSE,21478,2158,43,8.6,339,72,17923,1,3,8,4,37,15,0,0,,0,0,0,0,0,0,AIR_DRAGON,1,0,TRUE,25479,1394,44,8.8,369,70,20844,0,8,3,10,52,12,1,0,TOP_LANE,1,0,1,0,0,1,CHEMTECH_DRAGON,1,1
KR_6418815150,TRUE,28828,7863,45,9,322,85,30113,1,17,9,17,27,10,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,1,FALSE,24083,3658,43,8.6,336,54,29081,0,9,17,9,49,8,1,0,MID_LANE,1,1,0,0,0,0,,0,0
KR_6408789002,TRUE,28136,5576,45,9,374,70,34694,1,14,7,22,29,9,1,0,BOT_LANE,1,0,0,1,0,0,WATER_DRAGON,1,1,FALSE,22199,1574,42,8.4,299,86,24534,0,7,14,10,26,9,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0
KR_6414447849,TRUE,29977,2427,45,9,374,72,36733,0,16,9,22,34,10,1,0,BOT_LANE,2,0,1,1,0,0,,0,1,FALSE,23159,2249,42,8.4,323,58,23392,1,9,16,10,29,12,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0
KR_6420501734,TRUE,25168,5413,43,8.6,345,44,32816,1,12,6,9,69,11,0,0,,0,0,0,0,0,0,,0,0,FALSE,22578,3768,42,8.4,325,68,23410,0,6,12,8,64,11,0,0,,0,0,0,0,0,0,,0,1
KR_6424229397,TRUE,26938,4208,45,9,336,76,26017,0,13,14,13,29,9,0,0,,0,0,0,0,0,0,,0,1,FALSE,27492,1832,45,9,352,79,28218,1,14,13,17,57,9,1,0,BOT_LANE,1,0,0,1,0,1,FIRE_DRAGON,1,0
KR_6425071673,FALSE,24628,2618,45,9,381,90,18909,0,5,9,5,26,11,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,TRUE,25875,2049,47,9.4,381,82,20861,1,9,5,12,130,15,0,0,,1,0,0,1,0,1,"CHEMTECH_DRAGON,FIRE_DRAGON",2,0
KR_6409399476,TRUE,27252,2802,43,8.6,346,72,28386,1,12,10,11,37,12,0,0,,0,0,0,0,0,0,,0,1,FALSE,24327,3822,43,8.6,351,68,22890,0,10,12,15,35,12,1,0,BOT_LANE,1,0,0,1,0,1,FIRE_DRAGON,1,0
KR_6419832147,FALSE,25232,6477,45,9,357,67,24065,0,7,5,15,33,11,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,TRUE,24076,681,43,8.6,379,84,20000,1,5,7,4,27,9,0,0,,1,0,0,1,0,1,"FIRE_DRAGON,HEXTECH_DRAGON",2,0
KR_6419665572,TRUE,28466,2021,46,9.2,363,70,31852,0,13,8,18,36,8,1,0,MID_LANE,1,1,0,0,0,0,,0,1,FALSE,22216,1796,43,8.6,315,55,20226,1,8,13,7,38,6,0,0,,0,0,0,0,0,1,"CHEMTECH_DRAGON,FIRE_DRAGON",2,0
KR_6422920517,TRUE,31328,1873,44,8.8,329,76,37852,0,17,8,20,39,11,1,0,BOT_LANE,4,2,1,1,0,1,"EARTH_DRAGON,FIRE_DRAGON",2,0,FALSE,23096,1141,40,8,288,68,25282,1,8,17,9,25,7,0,0,,0,0,0,0,0,0,,0,1
KR_6420774154,FALSE,24827,2837,44,8.8,337,104,21481,0,10,9,15,22,5,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1,TRUE,23632,2227,43,8.6,356,66,26072,1,9,10,10,24,5,0,0,,0,0,0,0,0,0,HEXTECH_DRAGON,1,0
KR_6423011879,FALSE,25927,2297,46,9.2,346,83,22288,1,12,9,14,22,8,0,0,,1,0,1,0,0,0,,0,0,TRUE,28224,2500,45,9,380,76,24078,0,9,12,11,32,5,1,0,BOT_LANE,2,0,0,2,0,1,EARTH_DRAGON,1,1
KR_6419876878,FALSE,23469,4334,42,8.4,373,75,21111,0,3,6,6,35,18,0,0,,0,0,0,0,0,0,,0,1,TRUE,24112,5137,44,8.8,416,77,16682,1,6,3,10,63,14,0,0,,0,0,0,0,0,1,"WATER_DRAGON,EARTH_DRAGON",2,0
KR_6419040899,FALSE,23382,3522,44,8.8,313,96,26838,1,7,7,8,36,15,0,0,,0,0,0,0,0,1,"HEXTECH_DRAGON,AIR_DRAGON",2,0,TRUE,24826,2286,43,8.6,342,68,26457,0,7,7,13,40,12,0,0,,0,0,0,0,0,0,,0,1
KR_6420732824,TRUE,26825,2765,44,8.8,347,85,22565,1,12,11,11,47,7,1,0,TOP_LANE,1,0,1,0,0,1,HEXTECH_DRAGON,1,0,FALSE,24794,4219,42,8.4,320,61,22087,0,11,12,15,24,9,0,0,,0,0,0,0,0,0,FIRE_DRAGON,1,1
KR_6423984289,FALSE,23173,2858,45,9,386,65,16878,1,5,3,5,28,10,0,0,,0,0,0,0,0,0,,0,0,TRUE,24106,3646,45,9,406,97,16918,0,3,5,2,32,12,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1
KR_6416607600,FALSE,26557,3297,42,8.4,316,66,26152,0,12,11,15,40,8,1,0,BOT_LANE,1,0,0,1,0,1,"CHEMTECH_DRAGON,EARTH_DRAGON",2,1,TRUE,25654,4064,43,8.6,319,77,25728,1,11,12,15,71,10,0,0,,0,0,0,0,0,0,,0,0
KR_6421501994,FALSE,23588,4383,43,8.6,333,68,22690,0,10,13,11,24,12,0,0,,0,0,0,0,0,0,,0,0,TRUE,26718,3638,45,9,359,84,34882,1,13,10,16,34,9,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1
KR_6406200966,TRUE,25545,3635,45,9,370,76,21365,0,9,6,20,33,12,0,0,,0,0,0,0,0,0,,0,1,FALSE,22822,2392,41,8.2,362,64,22373,1,6,9,5,30,11,0,0,,0,0,0,0,0,1,"HEXTECH_DRAGON,WATER_DRAGON",2,0
KR_6424266208,FALSE,21963,2158,43,8.6,305,74,22365,1,6,10,6,65,4,0,0,,0,0,0,0,0,0,,0,1,TRUE,29009,1089,46,9.2,420,80,33468,0,10,6,10,61,7,1,0,BOT_LANE,1,0,0,1,0,1,WATER_DRAGON,1,0
KR_6424527911,FALSE,22444,1284,40,8,288,32,28156,0,10,14,8,25,4,0,0,,0,0,0,0,0,0,,0,0,TRUE,28071,2806,44,8.8,324,99,30414,1,14,10,11,29,5,1,0,MID_LANE,1,1,0,0,0,1,FIRE_DRAGON,1,1
KR_6415840672,FALSE,23191,3151,45,9,390,82,19549,0,4,10,2,32,13,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,TRUE,24998,2678,46,9.2,356,92,22806,1,10,4,9,33,8,0,0,,0,0,0,0,0,0,,0,1
KR_6420436776,FALSE,23414,1644,43,8.6,382,64,17295,0,5,6,7,37,12,0,0,,0,0,0,0,0,0,,0,1,TRUE,24822,2502,43,8.6,428,74,23755,1,6,5,9,34,11,0,0,,0,0,0,0,0,1,"FIRE_DRAGON,WATER_DRAGON",2,0
KR_6424644951,FALSE,28651,1815,44,8.8,360,60,26565,1,12,11,17,31,7,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,TRUE,25287,1707,43,8.6,322,72,24553,0,11,12,17,41,8,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0
KR_6397266955,TRUE,36419,3139,47,9.4,394,87,47180,1,28,13,27,61,9,1,0,MID_LANE,3,2,0,1,0,1,AIR_DRAGON,1,1,FALSE,26552,2432,42,8.4,315,51,40635,0,13,28,17,28,8,0,0,,0,0,0,0,0,0,,0,0
KR_6424171562,FALSE,24478,2783,44,8.8,380,80,21957,0,5,7,6,30,10,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,TRUE,24001,2131,44,8.8,365,78,26045,1,7,5,10,33,10,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0
KR_6424462787,TRUE,28627,1687,45,9,366,75,33807,1,15,15,29,26,7,0,0,,0,0,0,0,0,0,,0,1,FALSE,28293,3298,45,9,366,68,31793,0,15,15,29,34,4,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0
KR_6413179669,TRUE,26230,2185,44,8.8,375,70,22034,1,10,12,10,32,7,0,0,,1,0,1,0,0,0,,0,1,FALSE,26992,2807,43,8.6,357,78,22215,0,12,10,17,38,12,1,0,BOT_LANE,1,0,0,1,0,1,"CHEMTECH_DRAGON,WATER_DRAGON",2,0
KR_6419632605,FALSE,23053,3158,47,9.4,401,80,18248,0,5,5,7,26,9,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,TRUE,23133,3258,45,9,368,72,17223,1,5,5,5,25,5,0,0,,0,0,0,0,0,0,,0,1
KR_6419955818,FALSE,24340,3245,46,9.2,351,68,23920,0,8,9,12,27,9,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,TRUE,25890,2961,45,9,365,76,20856,1,9,8,11,34,6,1,0,MID_LANE,1,1,0,0,0,0,FIRE_DRAGON,1,1
KR_6423290158,TRUE,27052,6637,45,9,361,74,29569,0,9,8,14,32,8,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,1,FALSE,24002,2257,44,8.8,357,82,24315,1,8,9,16,38,8,1,0,BOT_LANE,1,0,0,1,0,0,AIR_DRAGON,1,0
KR_6422567193,FALSE,32387,5857,42,8.4,291,60,30964,1,19,14,27,30,5,1,0,MID_LANE,1,1,0,0,0,0,,0,1,TRUE,24839,2734,41,8.2,293,74,30675,0,14,19,22,34,8,0,0,,1,0,0,1,0,1,HEXTECH_DRAGON,1,0
KR_6421974898,FALSE,26962,1837,45,9,371,68,22777,0,11,6,9,35,6,1,0,BOT_LANE,1,0,0,1,0,0,WATER_DRAGON,1,1,TRUE,23714,4929,43,8.6,365,80,23783,1,6,11,8,26,7,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0
KR_6420244057,FALSE,24673,3558,44,8.8,354,76,25125,1,8,12,9,27,8,1,0,BOT_LANE,1,0,0,1,0,1,AIR_DRAGON,1,0,TRUE,25734,3114,43,8.6,343,72,24554,0,12,8,17,23,9,0,0,,0,0,0,0,0,0,WATER_DRAGON,1,1
KR_6419896819,FALSE,24287,2372,42,8.4,326,83,18584,0,8,20,14,20,14,0,0,,0,0,0,0,0,0,,0,0,TRUE,31538,3238,45,9,384,80,27526,1,20,8,34,34,7,1,0,BOT_LANE,2,0,1,1,0,1,HEXTECH_DRAGON,1,1
KR_6422340259,FALSE,26326,3821,48,9.6,351,68,30673,0,14,6,14,34,10,0,0,,0,0,0,0,0,0,CHEMTECH_DRAGON,1,1,TRUE,23714,2539,42,8.4,334,68,20625,1,6,14,6,40,11,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0
KR_6414568204,FALSE,30134,5069,44,8.8,344,64,30097,1,15,8,19,34,8,0,0,,2,1,0,1,0,1,"FIRE_DRAGON,EARTH_DRAGON",2,1,TRUE,26548,3044,43,8.6,369,68,26824,0,8,15,13,35,6,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
KR_6420958887,FALSE,24932,2592,43,8.6,326,69,24775,1,9,9,16,92,5,0,0,,1,0,0,1,0,0,,0,0,TRUE,25710,1477,43,8.6,350,67,28287,0,9,9,8,26,10,1,0,TOP_LANE,1,0,1,0,0,0,,0,1
KR_6416795647,TRUE,23877,2877,42,8.4,358,76,20985,1,7,8,8,33,16,1,0,TOP_LANE,1,0,1,0,0,0,EARTH_DRAGON,1,1,FALSE,23985,2890,44,8.8,340,84,22385,0,8,7,12,72,12,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0
KR_6416792992,FALSE,23411,3126,41,8.2,326,72,26414,0,7,21,8,31,9,0,0,,0,0,0,0,0,0,,0,0,TRUE,31272,3162,45,9,374,65,36763,1,21,7,27,49,13,1,0,BOT_LANE,2,0,1,1,0,1,"CHEMTECH_DRAGON,FIRE_DRAGON",2,1
KR_6412632112,FALSE,27925,4035,44,8.8,373,54,29603,1,16,13,22,30,12,0,0,,1,0,0,1,0,0,,0,0,TRUE,26396,1151,42,8.4,322,69,25001,0,13,16,13,38,9,1,0,BOT_LANE,1,0,0,1,0,1,AIR_DRAGON,1,1
KR_6415759925,FALSE,23942,2587,43,8.6,333,68,15921,1,8,6,8,56,7,0,0,,0,0,0,0,0,0,,0,1,TRUE,23564,3179,45,9,371,92,19768,0,6,8,6,61,5,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0
KR_6418207794,TRUE,28724,3594,44,8.8,372,80,30410,1,13,12,16,31,9,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,FALSE,25128,4008,42,8.4,332,63,31533,0,12,13,17,34,11,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0
KR_6416885986,TRUE,29125,6230,46,9.2,356,88,27729,0,15,11,14,55,6,0,0,,0,0,0,0,0,0,,0,1,FALSE,23054,3659,42,8.4,312,64,30134,1,11,15,10,22,13,1,0,MID_LANE,1,1,0,0,0,1,AIR_DRAGON,1,0
KR_6424231792,FALSE,23552,4472,45,9,376,87,18080,0,5,9,6,33,7,0,0,,0,0,0,0,0,0,,0,1,TRUE,27646,1406,45,9,385,81,27948,1,9,5,10,32,7,1,0,BOT_LANE,2,0,1,1,0,1,AIR_DRAGON,1,0
KR_6421109034,TRUE,29204,7884,46,9.2,347,64,28876,1,15,7,25,32,11,1,0,MID_LANE,2,1,0,1,0,1,HEXTECH_DRAGON,1,1,FALSE,23225,2045,44,8.8,346,75,25253,0,7,15,5,30,7,0,0,,0,0,0,0,0,0,,0,0
KR_6419990837,TRUE,28448,1079,45,9,366,82,28580,1,18,9,21,21,12,0,0,,0,0,0,0,0,1,"WATER_DRAGON,EARTH_DRAGON",2,0,FALSE,22895,2305,42,8.4,319,72,24995,0,9,18,11,32,5,0,0,,0,0,0,0,0,0,,0,1
KR_6401848065,TRUE,27002,4647,44,8.8,337,74,31514,1,14,13,17,38,14,0,0,,0,0,0,0,0,1,"AIR_DRAGON,HEXTECH_DRAGON",2,1,FALSE,25735,2770,42,8.4,329,63,30229,0,13,14,11,129,8,0,0,,0,0,0,0,0,0,,0,0
KR_6418010730,TRUE,24881,4311,46,9.2,358,88,21378,0,9,4,11,94,13,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,FALSE,22453,2118,43,8.6,378,64,16321,1,4,9,3,30,11,0,0,,0,0,0,0,0,0,,0,1
KR_6423980051,FALSE,20447,1992,42,8.4,300,67,18587,1,5,20,2,32,8,0,0,,0,0,0,0,0,0,,0,0,TRUE,32083,1838,49,9.8,384,92,34060,0,20,5,16,61,14,1,0,BOT_LANE,2,1,0,1,0,1,FIRE_DRAGON,1,1
KR_6421341303,FALSE,22470,5190,43,8.6,346,70,30561,1,6,15,9,44,7,0,0,,0,0,0,0,0,0,,0,0,TRUE,29081,2606,45,9,377,69,33760,0,15,6,22,37,14,1,0,BOT_LANE,1,0,0,1,0,1,"HEXTECH_DRAGON,AIR_DRAGON",2,1
KR_6416092236,FALSE,23585,5570,43,8.6,376,80,22148,0,4,10,4,27,9,0,0,,0,0,0,0,0,0,,0,1,TRUE,25855,2815,45,9,364,60,23230,1,10,4,16,27,6,1,0,BOT_LANE,1,0,0,1,0,1,AIR_DRAGON,1,0
KR_6421654800,TRUE,27618,2713,44,8.8,355,64,28767,1,13,9,14,27,7,1,0,TOP_LANE,2,0,2,0,0,0,,0,1,FALSE,24675,2131,42,8.4,340,76,27601,0,9,13,14,31,9,0,0,,0,0,0,0,0,0,,0,0
KR_6421938789,TRUE,27882,3737,44,8.8,373,68,33318,1,12,11,19,41,11,1,0,MID_LANE,1,1,0,0,0,1,"FIRE_DRAGON,WATER_DRAGON",2,0,FALSE,25648,4208,42,8.4,355,64,29789,0,11,12,14,33,19,0,0,,0,0,0,0,0,0,,0,1
KR_6407027022,FALSE,22529,2714,43,8.6,337,81,20736,0,7,11,8,31,13,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,TRUE,28045,2125,45,9,353,95,30817,1,11,7,12,65,9,1,0,MID_LANE,1,1,0,0,0,0,,0,1
KR_6420457265,TRUE,28139,2189,44,8.8,372,56,31376,1,14,11,21,24,15,0,0,,0,0,0,0,0,1,"AIR_DRAGON,WATER_DRAGON",2,1,FALSE,24508,1358,43,8.6,327,84,24844,0,11,14,16,38,6,0,0,,0,0,0,0,0,0,,0,0
KR_6419399454,TRUE,27932,1607,44,8.8,314,71,30112,0,17,14,16,40,11,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,FALSE,28253,1785,46,9.2,370,79,35713,1,14,17,9,27,14,0,0,,1,0,0,1,0,1,"FIRE_DRAGON,CHEMTECH_DRAGON",2,0
KR_6410496675,FALSE,24296,1716,44,8.8,367,79,18860,0,7,10,10,40,13,0,0,,0,0,0,0,0,0,,0,1,TRUE,26134,2444,45,9,417,69,24117,1,10,7,22,44,18,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0
KR_6423812316,TRUE,27197,2881,42,8.4,342,64,29354,1,11,10,11,35,9,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,FALSE,23356,1266,41,8.2,303,75,25489,0,10,11,15,33,5,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0
KR_6424358891,FALSE,22661,2001,42,8.4,327,66,23452,1,6,13,12,30,9,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,TRUE,30889,5379,46,9.2,372,77,31890,0,13,6,20,32,13,1,0,TOP_LANE,3,1,1,1,0,0,CHEMTECH_DRAGON,1,1
KR_6418009866,FALSE,24107,2747,44,8.8,355,88,22997,0,6,8,9,32,7,0,0,,0,0,0,0,0,0,,0,1,TRUE,25480,2620,44,8.8,380,71,23007,1,8,6,11,34,10,1,0,BOT_LANE,1,0,0,1,0,1,"FIRE_DRAGON,CHEMTECH_DRAGON",2,0
KR_6422658217,FALSE,23913,4933,43,8.6,357,75,17553,0,6,7,7,33,14,0,0,,0,0,0,0,0,0,,0,1,TRUE,26899,5339,44,8.8,390,84,24074,1,7,6,12,34,11,1,0,BOT_LANE,1,0,0,1,0,1,"FIRE_DRAGON,CHEMTECH_DRAGON",2,0
KR_6421306166,FALSE,26387,3072,43,8.6,335,71,22974,0,10,14,16,29,5,1,0,TOP_LANE,2,0,2,0,0,0,CHEMTECH_DRAGON,1,1,TRUE,27186,2515,42,8.4,346,72,30867,1,14,10,26,33,9,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0
KR_6413277561,TRUE,26855,2285,45,9,370,68,19972,0,11,11,12,22,5,1,0,TOP_LANE,2,0,2,0,0,1,WATER_DRAGON,1,1,FALSE,29118,5263,46,9.2,402,107,29498,1,11,11,10,28,12,0,0,,2,1,0,1,0,0,FIRE_DRAGON,1,0
KR_6425245409,FALSE,21427,2887,42,8.4,358,58,21156,0,3,13,5,30,11,0,0,,0,0,0,0,0,0,,0,0,TRUE,28936,4725,46,9.2,411,80,24881,1,13,3,15,30,15,1,0,MID_LANE,1,1,0,0,0,1,CHEMTECH_DRAGON,1,1
KR_6423151896,TRUE,29270,2756,46,9.2,385,86,28169,1,14,4,14,31,9,1,0,BOT_LANE,2,0,1,1,0,1,"WATER_DRAGON,AIR_DRAGON",2,0,FALSE,22887,3947,43,8.6,356,74,17927,0,4,14,4,22,8,0,0,,0,0,0,0,0,0,,0,1
KR_6421753683,FALSE,23441,4981,45,9,411,79,28160,0,4,8,8,35,11,0,0,,0,0,0,0,0,0,CHEMTECH_DRAGON,1,0,TRUE,25108,1893,44,8.8,397,76,25886,1,8,4,6,30,10,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,1
KR_6422146173,FALSE,25082,1387,41,8.2,312,72,25209,0,13,12,16,22,7,0,0,,0,0,0,0,0,0,,0,0,TRUE,28533,1723,42,8.4,328,64,27737,1,12,13,18,44,7,1,0,TOP_LANE,2,0,1,1,0,1,EARTH_DRAGON,1,1
KR_6420330498,TRUE,25213,3738,44,8.8,352,75,25552,1,10,11,12,28,11,0,0,,0,0,0,0,0,0,FIRE_DRAGON,1,0,FALSE,27324,3969,45,9,353,84,27733,0,11,10,10,260,11,1,0,BOT_LANE,1,0,0,1,0,1,EARTH_DRAGON,1,1
KR_6424543563,FALSE,28834,5074,45,9,367,80,31106,0,16,17,24,39,11,0,0,,1,0,1,0,0,0,,0,0,TRUE,30379,1619,46,9.2,369,95,32650,1,17,16,21,28,11,1,0,BOT_LANE,1,0,0,1,0,1,WATER_DRAGON,1,1
KR_6422294418,TRUE,26063,918,43,8.6,342,64,25873,1,11,11,15,32,5,1,0,BOT_LANE,1,0,0,1,0,0,,0,0,FALSE,25164,2059,45,9,367,79,26352,0,11,11,15,34,6,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1
KR_6424498293,TRUE,26582,3357,42,8.4,348,54,28112,0,11,18,10,28,10,0,0,,0,0,0,0,0,0,,0,1,FALSE,28511,4071,45,9,322,59,37210,1,18,11,17,33,10,1,0,BOT_LANE,1,0,0,1,0,1,AIR_DRAGON,1,0
KR_6406858589,FALSE,23232,4172,43,8.6,343,79,26430,1,8,12,10,28,7,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,TRUE,26767,4522,45,9,397,64,30893,0,12,8,14,26,14,0,0,,0,0,0,0,0,0,FIRE_DRAGON,1,1
KR_6409717099,TRUE,34745,1510,46,9.2,321,72,43345,1,30,9,31,33,1,1,1,BOT_LANE,5,4,0,1,1,1,WATER_DRAGON,1,1,FALSE,24378,3658,42,8.4,317,52,30865,0,9,30,9,19,9,0,0,,1,1,0,0,0,0,,0,0
KR_6417308769,FALSE,22639,874,42,8.4,357,72,19065,0,5,10,9,31,8,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,TRUE,28537,3112,47,9.4,386,98,27900,1,10,5,10,25,8,1,0,BOT_LANE,1,0,0,1,0,0,,0,1
KR_6423708798,TRUE,27914,1049,44,8.8,349,76,29763,1,13,9,12,26,9,0,0,,0,0,0,0,0,0,,0,1,FALSE,23587,5252,42,8.4,324,67,22184,0,9,13,16,29,8,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0
KR_6423958606,TRUE,25025,1280,42,8.4,311,68,23202,1,8,12,19,36,9,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,FALSE,25075,3855,44,8.8,335,71,28852,0,12,8,22,29,8,0,0,,0,0,0,0,0,1,"AIR_DRAGON,CHEMTECH_DRAGON",2,0
KR_6411013396,FALSE,23604,2354,42,8.4,366,80,18959,0,6,10,7,25,11,0,0,,0,0,0,0,0,0,,0,0,TRUE,26493,2708,44,8.8,334,80,24143,1,10,6,16,31,6,1,0,BOT_LANE,1,0,0,1,0,1,"EARTH_DRAGON,HEXTECH_DRAGON",2,1
KR_6417761782,TRUE,24830,3115,44,8.8,402,92,16071,1,4,7,4,69,17,1,0,MID_LANE,1,1,0,0,0,1,"EARTH_DRAGON,FIRE_DRAGON",2,1,FALSE,24802,2982,43,8.6,387,64,14567,0,7,4,14,36,15,0,0,,1,0,1,0,0,0,,0,0
KR_6424797838,TRUE,25284,3514,44,8.8,384,84,24865,1,6,3,9,29,11,1,0,BOT_LANE,1,0,0,1,0,1,CHEMTECH_DRAGON,1,1,FALSE,21619,3659,44,8.8,336,88,19362,0,3,6,4,31,11,0,0,,0,0,0,0,0,0,WATER_DRAGON,1,0
KR_6415241888,FALSE,26462,2742,46,9.2,415,88,16070,0,6,10,6,123,6,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,TRUE,26046,1711,47,9.4,406,76,18489,1,10,6,13,33,7,0,0,,1,0,1,0,0,1,"CHEMTECH_DRAGON,FIRE_DRAGON",2,0
KR_6418273706,FALSE,24077,3902,44,8.8,346,78,22638,1,6,5,12,22,8,0,0,,0,0,0,0,0,0,WATER_DRAGON,1,1,TRUE,24609,2284,44,8.8,352,84,21048,0,5,6,6,34,7,1,0,BOT_LANE,1,0,0,1,0,1,AIR_DRAGON,1,0
KR_6423940630,FALSE,27046,4836,45,9,420,64,27983,0,10,13,13,32,13,0,0,,0,0,0,0,0,0,,0,1,TRUE,25417,1602,44,8.8,352,79,26970,1,13,10,17,34,9,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0
KR_6422095839,TRUE,30669,5602,46,9.2,343,60,40888,1,29,6,38,24,6,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,1,FALSE,22911,3726,42,8.4,280,92,30896,0,6,29,4,21,5,0,0,,0,0,0,0,0,0,,0,0
KR_6413488160,TRUE,28705,3400,47,9.4,382,91,27632,0,13,7,7,33,13,0,0,,1,0,0,1,0,0,CHEMTECH_DRAGON,1,1,FALSE,23958,2828,42,8.4,331,76,29123,1,7,13,7,41,11,1,0,TOP_LANE,1,0,1,0,0,1,FIRE_DRAGON,1,0
KR_6424893815,FALSE,24426,1986,42,8.4,375,67,22435,0,9,10,14,25,9,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,TRUE,27506,1496,44,8.8,351,82,28590,1,10,9,14,30,7,1,0,BOT_LANE,1,0,0,1,0,0,,0,1
KR_6398032687,TRUE,26692,3577,45,9,323,88,29246,1,17,5,30,31,8,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,FALSE,24398,3818,40,8,325,64,27242,0,5,17,4,30,12,1,0,TOP_LANE,1,0,1,0,0,0,,0,1
KR_6415536665,TRUE,32347,7662,47,9.4,365,86,38223,1,24,8,29,27,9,0,0,,2,2,0,0,0,1,"FIRE_DRAGON,AIR_DRAGON",2,1,FALSE,22715,1319,41,8.2,313,51,30615,0,8,24,5,33,6,1,0,BOT_LANE,1,0,0,1,0,0,,0,0
KR_6423552732,FALSE,23691,2956,41,8.2,329,72,25839,0,8,18,14,25,13,0,0,,0,0,0,0,0,0,,0,0,TRUE,31190,3465,46,9.2,368,67,29503,1,18,8,24,65,10,1,0,TOP_LANE,1,0,1,0,0,1,"CHEMTECH_DRAGON,AIR_DRAGON",2,1
